Year,Position,Name,ALRAS,RAS
2012,WR,Lavasier Tuinei,8.38,8.29
2016,WR,Dom Williams,8.7,8.29
2000,WR,Gari Scott,5.56,8.28
2014,WR,James Wright,8.64,8.27
2019,WR,Jamire Jordan,8.26,8.26
2000,WR,Scottie Montgomery,5.49,8.24
2011,WR,Kris Durham,8.34,8.24
2010,WR,Arrelious Benn,8.13,8.23
2011,WR,Cecil Shorts,8.2,8.23
1992,WR,John Brown,5.44,8.22
1996,WR,Eddie Kennison,5.12,8.22
2011,WR,Kamar Aiken,8.23,8.22
2019,WR,Jalen Hurd,8.22,8.22
2005,WR,Jamaica Rector,7.47,8.21
2018,WR,Frank Stephens,8.3,8.21
2017,WR,Rob Wheelwright,8.43,8.2
2009,WR,Mike Thomas,8.32,8.19
2011,WR,Chris Matthews,8.29,8.19
2013,WR,Ryan Spadola,8.33,8.19
2016,WR,Wendall Williams,8.41,8.19
2017,WR,Isaac Whitney,8.45,8.19
2017,WR,Zach Pascal,8.48,8.18
2019,WR,Olabisi Johnson,8.18,8.18
2006,WR,Brandon Marshall,7.58,8.17
1987,WR,Willie Marshall,4.41,8.16
1999,WR,Billy Miller,5.6,8.16
2011,WR,Michael Preston,8.29,8.16
2013,WR,Myles White,8.43,8.16
2016,WR,Kalif Raymond,8.21,8.15
1996,WR,Clarence Jones,5.59,8.14
1988,WR,Bernard Ford,4.64,8.13
2015,WR,Andre Debose,8.53,8.13
2007,WR,David Clowney,7.74,8.12
2017,WR,Fred Brown,8.38,8.12
2018,WR,Sam Mentkowski,8.16,8.12
2015,WR,DaRon Brown,8.53,8.11
2014,WR,C.J. Goodwin,8.47,8.1
2018,WR,DaeSean Hamilton,8.19,8.1
1994,WR,Jay Kearney,4.3,8.09
1991,WR,Jake Reed,5.86,8.08
2016,WR,Malcolm Mitchell,8.59,8.08
2016,WR,Dez Stewart,8.56,8.08
2019,WR,Trinity Benson,8.07,8.07
1999,WR,Peerless Price,5.02,8.06
2011,WR,Clyde Gates,8.36,8.06
2011,WR,Edmond Gates,8.36,8.06
2015,WR,Chandler Worthy,8.47,8.06
2005,WR,Rasheed Marshall,6.79,8.05
2015,WR,Lucky Whitehead,8.39,8.05
2018,WR,Teo Redding,8.15,8.05
2006,WR,Santonio Holmes,8.22,8.04
2015,WR,Issac Blakeney,8.59,8.04
1994,WR,Ryan Yarborough,4.25,8.03
2000,WR,James Williams,5.78,8.03
2004,WR,Devard Darling,6.92,8.03
2016,WR,Daje Johnson,8.24,8.03
2010,WR,Cory Watson,7.83,8.02
2002,WR,Lawrence Story,6.04,8.01
2006,WR,Jason Avant,7.56,8.01
2008,WR,Limas Sweed,7.64,8.01
2009,WR,Dominique Edison,7.66,8.01
2017,WR,Tyrain Taylor,8.23,8.01
2018,WR,Daurice Fountain,8.15,8.01
2018,WR,Russell Gage,8.16,8.01
2019,WR,Travis Fulgham,8.01,8.01
1988,WR,Rogie Magee,4.25,8
2006,WR,Ben Obomanu,7.13,8
1989,WR,Derek Hill,4.59,7.98
2011,WR,Austin Pettis,7.85,7.98
2012,WR,Kevin Elliott,8.22,7.98
2019,WR,Raelon Singleton,7.98,7.98
1997,WR,Brian Manning,3.66,7.97
2001,WR,Snoop Minnis,5.96,7.97
2008,WR,Eddie Royal,7.89,7.97
2019,WR,Dillon Mitchell,7.96,7.96
2007,WR,Dwayne Jarrett,7.46,7.95
2016,WR,Chris Moore,8.42,7.95
2017,WR,Jehu Chesson,8.12,7.95
2018,WR,Dante Pettis,8.04,7.95
1996,WR,Patrick Jeffers,5.81,7.94
2015,WR,Jordan Taylor,8.3,7.94
2010,WR,David Gettis,7.85,7.93
2019,WR,Deebo Samuel,7.93,7.93
2019,WR,Trevion Thompson,7.93,7.93
2002,WR,Aaron Lockett,7.02,7.92
2015,WR,J.J. Nelson,8.32,7.92
2017,WR,Lavern Jacobs,8.19,7.92
1996,WR,Terrell Owens,5.39,7.91
2010,WR,Marlon Moore,7.81,7.91
2016,WR,Jamal Robinson,8.33,7.91
2019,WR,Tyraiq Beals,7.91,7.91
1991,WR,Jerry Bouldin,4.43,7.9
1998,WR,Az-Zahir Hakim,5.47,7.9
2016,WR,Kolby Listenbee,8.25,7.9
1987,WR,Craig Richardson,4.58,7.89
2005,WR,Roscoe Parrish,6.87,7.89
2007,WR,Sidney Rice,7.2,7.89
1999,WR,LC Stevens,5,7.88
2000,WR,Laveranues Coles,5.79,7.88
2003,WR,Doug Gabriel,6.19,7.88
2009,WR,Patrick Turner,7.68,7.88
2015,WR,Reggie Bell,8.27,7.88
2017,WR,Michael Clark,8.13,7.88
2007,WR,Jerard Rabb,7.39,7.87
2011,WR,Dontrelle Inman,7.69,7.87
2014,WR,Corey Washington,8.28,7.86
2017,WR,Carlton Agudosi,8.19,7.86
2009,WR,Brian Robiskie,7.77,7.85
2016,WR,Darius Powe,8.36,7.85
1990,WR,Lynn James,4.57,7.84
2001,WR,Margin Hooks,5.63,7.84
2014,WR,Reese Wiggins,8.14,7.83
2016,WR,Miles Shuler,8.1,7.83
1989,WR,Andre Rison,5.54,7.82
1993,WR,Terrence Warren,4.96,7.82
2010,WR,Jordan Sisco,7.3,7.82
2012,WR,Jeremy Ebert,8.05,7.82
2013,WR,Eric Rogers,8.04,7.82
2016,WR,Ryan Langford,8.26,7.82
2019,WR,Jayson Stanley,7.82,7.82
2012,WR,Wes Kemp,8.21,7.81
2008,WR,Andrew Hawkins,7.11,7.8
2017,WR,Raysean Pringle,8.1,7.8
2017,WR,Shaq Hill,7.85,7.8
1993,WR,Kevin Williams,5.24,7.79
2007,WR,Joel Filani,7.12,7.79
2011,WR,Owen Spencer,7.72,7.79
1990,WR,Darvell Huffman,6.43,7.78
1992,WR,Mark Seay,4.33,7.78
2011,WR,Denarius Moore,7.78,7.78
2011,WR,Marco Iannuzzi,7.77,7.77
2017,WR,Jhajuan Seales,8.04,7.77
2018,WR,Jester Weah,7.89,7.77
1994,WR,Mario Henry,5.32,7.76
2003,WR,Arnaz Battle,6.43,7.76
2006,WR,Martin Nance,6.97,7.76
2012,WR,Keshawn Martin,8.03,7.76
2015,WR,Quinton Dunbar,8.02,7.76
2019,WR,DeAndre Thompkins,7.76,7.76
2001,WR,Steve Smith,6.72,7.75
2012,WR,Marvin McNutt,7.81,7.75
2019,WR,Cortrelle Simpson,7.75,7.75
2002,WR,Kahlil Hill,5.64,7.74
2009,WR,Derek Kinder,7.43,7.74
2010,WR,Riley Cooper,7.52,7.74
2015,WR,Ty Montgomery,8.27,7.74
2018,WR,Daniel Petermann,7.87,7.74
2019,WR,Scott Miller,7.74,7.74
2006,WR,Willie Reid,7.05,7.73
2014,WR,Erik Lora,7.96,7.73
2017,WR,Quentin Atkinson,7.88,7.73
2019,WR,Keelan Doss,7.73,7.73
2009,WR,Louis Murphy,7.33,7.72
2012,WR,Brittan Golden,8.11,7.72
2014,WR,Javontee Herndon,7.94,7.72
2016,WR,Devonte Robinson,7.99,7.71
2016,WR,Max McCaffrey,8.08,7.7
2017,WR,Alonzo Moore,7.9,7.7
2017,WR,DeQuan Hampton,7.78,7.7
1993,WR,Melvin Bonner,5.57,7.69
1995,WR,Henry Bailey,6,7.69
2013,WR,Frankie Hammond,7.84,7.69
2015,WR,Tyler Lockett,7.92,7.69
2019,WR,Alex Bachman,7.69,7.69
2013,WR,Cordarrelle Patterson,7.86,7.68
2002,WR,Freddie Milons,5.66,7.67
1999,WR,Donnie Hart,4.61,7.66
2011,WR,Scotty McKnight,7.79,7.66
2013,WR,Kevin Dorsey,8.08,7.66
2016,WR,Mike Thomas,8.25,7.66
2016,WR,Anthony Kelly,8,7.66
2019,WR,David Eldridge,7.66,7.66
2002,WR,Lee Mays,5.7,7.65
2009,WR,Kenny McKinley,7.16,7.65
2016,WR,Bryce Treggs,8.13,7.65
2006,WR,Adam Jennings,7,7.64
1987,WR,Gene Taylor,5.23,7.63
1988,WR,Brian Blades,5.3,7.63
1999,WR,Chad Plummer,5.47,7.62
2014,WR,Paul Richardson,7.85,7.62
2016,WR,Sterling Shepard,8.06,7.62
2016,WR,Devon Cajuste,8.03,7.62
2018,WR,Marco Dubois,7.7,7.61
2010,WR,Alric Arnett,7.37,7.6
2014,WR,Ryan Lankford,7.91,7.6
2018,WR,Jaleel Scott,7.7,7.6
2016,WR,Jay Lee,8.11,7.59
2018,WR,Jordan Veasy,7.67,7.59
1994,WR,Chris Brantley,4.96,7.58
2003,WR,Kareem Kelly,6.38,7.58
2009,WR,Aaron Kelly,6.95,7.58
2019,WR,Damion Jeanpiere Jr.,7.57,7.57
1997,WR,Chad Mackey,3.95,7.56
2013,WR,Reggie Dunn,7.87,7.55
2017,WR,Jamari Staples,7.8,7.54
2019,WR,Alexis Robinson,7.54,7.54
2005,WR,Tab Perry,6.4,7.53
2018,WR,Reuben Mwehla,7.59,7.52
2016,WR,Felix Faubert-Lussier,7.93,7.51
1988,WR,Flipper Anderson,4.33,7.5
1999,WR,Travis McGriff,4.66,7.5
2007,WR,Matt Trannon,6.56,7.5
2012,WR,Michael Floyd,7.72,7.5
2008,WR,DeSean Jackson,7.24,7.49
2019,WR,Terance Grady,7.49,7.49
2002,WR,Herb Haygood,6.14,7.48
2010,WR,Golden Tate,7.27,7.48
2011,WR,Terrelle Pryor,7.75,7.48
2014,WR,Tony Washington,7.82,7.48
2007,WR,Yamon Figurs,7.21,7.47
2011,WR,Terrance Toliver,7.35,7.47
2015,WR,Larry Pinkard,8,7.47
2012,WR,Johnny Aprile,7.71,7.46
2016,WR,Chester Rogers,7.9,7.46
2017,WR,Curtis Samuel,7.73,7.46
2001,WR,Quentin McCord,5.51,7.45
2004,WR,Michael Clayton,6.15,7.45
2008,WR,D.J. Hall,6.65,7.45
1991,WR,Yancey Thigpen,5.04,7.44
2009,WR,Freddie Brown,7.17,7.44
2015,WR,Bud Sasser,7.89,7.44
1990,WR,Chris Gaiters,4.22,7.43
2016,WR,Alex Chisum,7.98,7.43
2017,WR,Tony Stevens,7.74,7.43
1997,WR,Keith Poole,3.17,7.42
2014,WR,Torrence Allen,7.63,7.42
2012,WR,Chris Givens,7.59,7.4
2016,WR,Cody Core,7.86,7.4
1989,WR,Eric Metcalf,4.46,7.39
2008,WR,Jordy Nelson,6.93,7.39
2011,WR,Doug Baldwin,7.4,7.39
2015,WR,Rannell Hall,7.83,7.39
2017,WR,Chad Hansen,7.59,7.39
1988,WR,Sanjay Beach,3.13,7.38
1992,WR,Arthur Marshall,4.95,7.38
1996,WR,Alex Van Dyke,3.95,7.38
2010,WR,Kerry Meier,7.19,7.38
2015,WR,Nelson Agholor,7.89,7.38
1987,WR,Alvin Blount,4.58,7.37
2007,WR,Johnnie Lee Higgins,6.83,7.36
2009,WR,Kenny Britt,7.14,7.36
2014,WR,Bernard Reedy,7.57,7.36
2016,WR,Reggie Diggs,7.95,7.36
2017,WR,Monty Madaris,7.65,7.35
2019,WR,Justin Hobbs,7.35,7.35
2011,WR,Leonard Hankerson,7.48,7.34
2017,WR,Juju Smith-Schuster,7.63,7.33
2019,WR,Jazz Ferguson,7.33,7.33
1989,WR,Andre Brown,4.99,7.31
2012,WR,Jerrell Jackson,7.52,7.31
2015,WR,Donteea Dye,7.79,7.31
2019,WR,Kabion Ento,7.31,7.31
2013,WR,Marcus Davis,7.55,7.29
2017,WR,Garrett Scantling,7.58,7.29
2018,WR,Byron Pringle,7.41,7.29
2019,WR,David Sills V,7.29,7.29
1994,WR,Kevin Knox,4.37,7.28
1999,WR,Joe Nastasi,4.07,7.28
2012,WR,Justin Blackmon,7.56,7.28
2001,WR,Shawn Mills,4.86,7.27
2003,WR,Sam Aiken,5.22,7.27
2019,WR,Andy Isabella,7.27,7.27
1991,WR,Curtis Mayfield,4.88,7.26
2006,WR,Michael Robinson,6.29,7.26
1988,WR,Anthony Miller,4.13,7.25
1990,WR,Mike Bellamy,4.11,7.25
2013,WR,Duron Carter,7.49,7.25
2019,WR,Marcus Green,7.25,7.25
2017,WR,Mike Williams,7.41,7.24
2018,WR,Keith Kirkwood,7.35,7.24
2011,WR,Jedd Gardner,6.93,7.23
2013,WR,Adam Thielen,7.39,7.23
2018,WR,Jawill Davis,7.26,7.22
2019,WR,Charles Holland,7.22,7.22
1991,WR,David Daniels,3.71,7.21
2017,WR,Malachi Dupre,7.5,7.2
2000,WR,Ethan Howell,4.52,7.19
2019,WR,Wesley Lewis,7.19,7.19
2014,WR,Albert Wilson,7.56,7.18
2016,WR,Robby Anderson,7.61,7.18
1991,WR,Travis Vallin,4.17,7.17
2012,WR,D.J. Woods,7.24,7.17
2013,WR,Tyrone Goard,7.51,7.17
2016,WR,Jace Billingsley,7.54,7.17
2019,WR,Juwann Winfree,7.17,7.17
2007,WR,Johnathan Holland,6.34,7.16
2008,WR,Harry Douglas,6.47,7.16
2018,WR,JJ Jones,7.25,7.16
1996,WR,Derrick Mayes,4.24,7.15
2013,WR,Chris Harper,7.48,7.15
2016,WR,Will Fuller,7.64,7.15
1993,WR,James Jett,4.62,7.14
1999,WR,Troy Edwards,4.34,7.14
2018,WR,Dijon Paschal,7.22,7.14
1988,WR,George Thomas,3.82,7.13
2010,WR,Tim Toone,7.07,7.13
2013,WR,Kenny Stills,7.41,7.13
2016,WR,Dominique Williams,7.61,7.13
2017,WR,Gio Pascascio,7.48,7.13
2018,WR,Matt Vandeberg,7.2,7.13
1991,WR,Rob Carpenter,4,7.12
2019,WR,Jon Duhart,7.12,7.12
1987,WR,Everett Gay,5.91,7.11
1997,WR,Will Blackwell,2.89,7.11
2014,WR,Marqise Lee,7.44,7.11
2018,WR,Austin Wolf,7.19,7.11
2019,WR,Anthony Ratliff-Williams,7.11,7.11
2010,WR,Marc Mariani,6.91,7.1
2019,WR,Malik Henry,7.1,7.1
2019,WR,Martin Dorsey,7.09,7.09
2005,WR,Tony Madison,5.96,7.08
2012,WR,Jarius Wright,7.11,7.08
2013,WR,Tobais Palmer,7.44,7.07
2018,WR,Darnell Adams,7.16,7.07
1989,WR,Mike Barber,5.37,7.06
2019,WR,Shawn Bane Jr.,7.06,7.06
2007,WR,Jacoby Jones,6.51,7.05
2013,WR,Marquess Wilson,7.18,7.05
2007,WR,Jonathan Holland,6.18,7.04
2017,WR,Josh Malone,7.29,7.04
2019,WR,Corey Holmes,7.04,7.04
2019,WR,Anthony Johnson,7.04,7.04
2018,WR,Trey Quinn,7.13,7.03
1992,WR,Eric Boles,4.49,7.02
2008,WR,Marcus Henry,6.53,7.02
2013,WR,Denard Robinson,7.28,7.02
2014,WR,Bennie Fowler,7.46,7.02
2016,WR,Brian Jones,7.5,7.02
2017,WR,Dominique Reed,7.23,7.01
1996,WR,Phillip Riley,4.11,7
2014,WR,Mike Evans,7.55,7
2017,WR,Keeon Johnson,7.42,7
2018,WR,Mikah Holder,7.08,7
1998,WR,Damon Dunn,4.02,6.99
2004,WR,Derek McCoy,6.11,6.99
2001,WR,Alex Bannister,5.02,6.98
2002,WR,Antonio Bryant,4.71,6.98
2017,WR,Ahmad Fullwood,7.28,6.98
2018,WR,Jared Jackson,7.07,6.98
1989,WR,Willie Bouyer,4.82,6.97
2014,WR,Matt Hazel,7.26,6.97
2015,WR,DeAndrew White,7.45,6.97
2017,WR,Austin Aikens,7.33,6.97
2003,WR,Adrian Madise,5.43,6.95
2005,WR,Chris Henry,5.57,6.95
2016,WR,Leonte Carroo,7.38,6.95
2010,WR,Kevin Jurovich,6.77,6.94
2011,WR,Ronald Johnson,7.03,6.94
2016,WR,Alex Erickson,7.43,6.94
2007,WR,Drisan James,6.1,6.93
1999,WR,John Fassel,3.77,6.92
2003,WR,Talman Gardner,5.51,6.92
2009,WR,Brian Hartline,6.27,6.91
2010,WR,Jeremy Williams,6.7,6.91
2015,WR,Bradley Marquez,7.3,6.91
2013,WR,Yannick Morin Plante,7.26,6.9
2018,WR,Cedrick Wilson,6.95,6.9
2018,WR,Davon Grayson,6.97,6.9
2008,WR,Justin Harper,6.33,6.89
2017,WR,Noah Brown,7.36,6.89
1993,WR,Larry Ryans,3.85,6.88
2010,WR,Jordan Shipley,6.67,6.88
2018,WR,TreQuan Smith,6.96,6.88
2019,WR,Neil OConnor,6.88,6.88
2018,WR,Jalen Tolliver,6.94,6.87
2014,WR,Marcus Lucas,7.32,6.86
2014,WR,Seth Roberts,7.01,6.86
2001,WR,Vinny Sutherland,4.91,6.85
2011,WR,Jimmy Young,6.78,6.85
2016,WR,Jordan Payton,7.4,6.85
2018,WR,Steve Ishmael,6.94,6.85
2019,WR,Juston Christian,6.85,6.85
1987,WR,Curtis Duncan,3.36,6.84
1996,WR,Jermaine Lewis,4.91,6.84
2010,WR,Steven Hughes,6.3,6.84
1990,WR,Ricky Proehl,3.51,6.83
2006,WR,Brandon Williams,5.98,6.83
2012,WR,Jawann Westerman,6.79,6.83
2016,WR,Jalin Marshall,7.38,6.83
1999,WR,Siaha Burley,5.11,6.82
2016,WR,Valdez Showers,7.47,6.82
2018,WR,Ricky Jeune,6.96,6.82
2006,WR,Ed Hinkel,5.61,6.8
2008,WR,Steve Johnson,6.22,6.79
2015,WR,Joshua Stangby,7.32,6.79
2010,WR,Chris Bell,6.56,6.78
2016,WR,Jaydon Mickens,7.21,6.78
2017,WR,Amba Etta-Tawo,7.15,6.78
2018,WR,Jimmy Williams,6.86,6.78
1990,WR,Greg Mcmurtry,4.14,6.77
2006,WR,Mike Hass,5.76,6.77
2007,WR,Chris Davis,6.2,6.77
2018,WR,Devin Ross,6.87,6.77
1999,WR,Michael Vaughn,3.93,6.76
2004,WR,John Standeford,5.25,6.76
2018,WR,Taj Williams,6.84,6.76
1988,WR,Darryl Usher,4.03,6.75
1994,WR,Chris Penn,3.91,6.75
2004,WR,Terrance Copper,4.61,6.75
2017,WR,Charlie Hegedus,7,6.74
2019,WR,Micah Wright,6.74,6.74
2019,WR,Papi White,6.74,6.74
2011,WR,Stephen Burton,6.71,6.73
1993,WR,Gregory Clifton,3.88,6.72
2017,WR,Josh Knight,6.99,6.72
2019,WR,Alexander Hollins,6.72,6.72
2012,WR,Brandon Carswell,6.99,6.71
1999,WR,Wane McGarity,3.74,6.7
2014,WR,Robert Herron,7.22,6.7
2018,WR,Jeff Badet,6.78,6.7
1996,WR,Mercury Hayes,3.66,6.69
2012,WR,Danny Coale,6.85,6.69
2016,WR,Devin Lucien,7.3,6.69
2007,WR,Dwayne Bowe,6.26,6.68
2013,WR,Jasper Collins,6.89,6.68
2016,WR,Quenton Bundrage,7.14,6.68
2010,WR,Jared Perry,6.44,6.67
2019,WR,Rafael Araujo-Lopes,6.67,6.67
1992,WR,Herbert Casey,3.59,6.65
2007,WR,DJuan Woods,5.93,6.65
1989,WR,Willie Vaughn,3.97,6.64
2018,WR,Damon Mitchell,6.73,6.63
2012,WR,Thomas Mayo,6.7,6.62
2015,WR,Neal Sterling,7.15,6.62
2017,WR,Dontez Ford,7.01,6.62
2018,WR,Robert Foster,6.7,6.62
2007,WR,James Jones,5.9,6.61
2014,WR,Josh Huff,7.09,6.61
2011,WR,Joseph Morgan,6.61,6.6
2015,WR,Antwan Goodley,7.08,6.6
1990,WR,Ronald Heard,3.94,6.59
2008,WR,Mark Bradford,5.92,6.59
2019,WR,Jared Ruth,6.59,6.59
1987,WR,Roy Banks,3.27,6.58
1992,WR,Robert Brooks,4.09,6.58
2011,WR,Drew Davis,6.66,6.58
2009,WR,Jeremy Maclin,6.13,6.57
2006,WR,Richie Ross,5.85,6.56
2013,WR,Lanear Sampson,6.76,6.56
1989,WR,Brian Slater,5.04,6.55
2005,WR,Tommy Manus,5.41,6.55
2017,WR,Austin Carr,6.81,6.55
2018,WR,Evan Clark,6.63,6.55
1999,WR,Na Brown,4,6.54
2003,WR,J.R. Tolver,4.71,6.54
2004,WR,Ernest Wilford,6.54,6.54
2010,WR,Cyril Adjeitey,6.23,6.54
2014,WR,Shaquelle Evans,7.01,6.54
2018,WR,Garrett Johnson,6.63,6.54
1990,WR,Dale Dawkins,4.18,6.53
2006,WR,Greg Lee,5.54,6.51
2010,WR,Mike Williams,6.23,6.51
2012,WR,Travis Benjamin,6.85,6.51
2014,WR,Davante Adams,7.04,6.51
1988,WR,Michael Haynes,3.4,6.5
2011,WR,Nathan Coehoorn,6.6,6.5
2015,WR,Eli Rogers,6.9,6.5
2015,WR,Nick Harwell,6.98,6.49
2018,WR,Deon Cain,6.58,6.49
2019,WR,Jamal Custis,6.49,6.49
2018,WR,Andre Levrone,6.59,6.48
1990,WR,J.J. Flannigan,2.66,6.47
2012,WR,Mohamed Sanu,6.81,6.46
2014,WR,John Brown,6.74,6.46
2015,WR,Devante Davis,6.89,6.46
2017,WR,Dante Shells,6.8,6.46
2019,WR,John Ursua,6.46,6.46
2014,WR,TJ Jones,6.82,6.45
1998,WR,Corey Bradford,4.11,6.44
2008,WR,Ryan Grice-Mullen,5.99,6.44
2017,WR,Drew Wolitarsky,6.76,6.44
2019,WR,Jeremiah Booker,6.44,6.44
2013,WR,Tavon Austin,6.48,6.43
1994,WR,Bert Emanuel,3.88,6.42
2013,WR,Russell Shepard,6.57,6.42
2006,WR,Skyler Green,5.37,6.41
2018,WR,Chris Taylor,6.47,6.41
2019,WR,Justin Sumpter,6.41,6.41
2019,WR,Jaylen Smith,6.41,6.41
2016,WR,Jakeem Grant,6.77,6.4
2017,WR,Mike Sharp,6.69,6.4
2000,WR,Wendell Montgomery,4.1,6.39
2017,WR,Isaiah Mckenzie,6.62,6.38
2019,WR,Jakobi Meyers,6.37,6.37
2017,WR,Shawn Mitchell,6.62,6.36
1991,WR,Damon Mays,4.38,6.35
1998,WR,Toussaint Waterman,3.46,6.35
2014,WR,Solomon Patton,6.63,6.34
2018,WR,Jacquille Veii,6.44,6.34
1994,WR,Thomas Lewis,3.18,6.33
2009,WR,Andrew Means,5.85,6.33
1987,WR,Calvin Nicholas,4.13,6.32
2019,WR,Nick Easley,6.32,6.32
2013,WR,Tavarres King,6.64,6.31
1991,WR,Wesley Carroll,3.39,6.3
2015,WR,Dorial Green-Beckham,6.8,6.3
2017,WR,Kevin Genevro,6.53,6.3
2018,WR,Ty Slanina,6.37,6.3
2018,WR,Caylon Weathers,6.36,6.3
1992,WR,Eddie Miller,3.02,6.29
2010,WR,Max Komar,5.94,6.29
2008,WR,Jaymar Johnson,5.7,6.28
2017,WR,Devin Borders,6.66,6.28
2011,WR,Andre Holmes,6.5,6.27
2012,WR,Rishard Matthews,6.6,6.27
2018,WR,Christian Kirk,6.34,6.27
1991,WR,Tim Barnett,3.35,6.26
2019,WR,Johnnie Dixon,6.26,6.26
2008,WR,Marcus Smith,5.85,6.25
2011,WR,Armon Binns,6.38,6.25
1997,WR,Marcus Harris,3.32,6.24
2018,WR,Antonio Callaway,6.33,6.23
2017,WR,Deon-Tay McManus,6.46,6.22
1996,WR,Cedric Zachery,3.3,6.21
2017,WR,Rokeem Williams,6.52,6.21
2008,WR,Todd Blythe,5.58,6.2
2016,WR,Danny Anthrop,6.71,6.2
2019,WR,Jerrod Heard,6.2,6.2
2009,WR,Austin Collie,5.78,6.19
2019,WR,Olamide Zaccheaus,6.19,6.19
2012,WR,Jermaine Kearse,6.37,6.18
1998,WR,Ed Williams,2.96,6.17
2015,WR,DaVaris Daniels,6.73,6.17
2018,WR,Alejandro Marenco,6.28,6.17
2019,WR,J.J. Arcega-Whiteside,6.17,6.17
1991,WR,Allan Boyko,3.25,6.16
2011,WR,Jock Sanders,6.04,6.16
2019,WR,Shannon Smith,6.16,6.16
1998,WR,Hines Ward,2.59,6.15
1999,WR,Darran Hall,3.55,6.14
1995,WR,Justin Armour,4.26,6.13
2006,WR,Damarius Bilbo,5.56,6.13
2019,WR,Courtney Rush,6.13,6.13
1991,WR,Anthony Morgan,2.87,6.12
2010,WR,Trindon Holliday,5.87,6.11
2015,WR,Darius Jennings,6.68,6.1
2007,WR,Chansi Stuckey,5.22,6.08
1992,WR,Ronnie West,3.64,6.07
2010,WR,Kyle Williams,5.87,6.07
2017,WR,Reginald Davis,6.39,6.07
2016,WR,Carlos Wiggins,6.54,6.06
2017,WR,Marcus Kemp,6.42,6.06
2017,WR,Ridge Jones,6.29,6.06
1987,WR,Kitrick Taylor,3.9,6.05
2019,WR,Cagney Roberson,6.05,6.05
2013,WR,T.J. Moe,6.08,6.04
2004,WR,Maurice Brown,4.46,6.03
2012,WR,Griff Whalen,6.22,6.03
2012,WR,Simon Charbonneau-Campeau,6.06,6.03
2015,WR,Lemar Durant,6.26,6.03
2017,WR,Rodney Adams,6.33,6.03
1998,WR,Tutu Atwell,3.23,6.02
2008,WR,Dexter Jackson,5.55,6.01
2012,WR,Brian Quick,6.3,6.01
2018,WR,Richie James,6.09,6.01
1994,WR,Lake Dawson,3.33,6
2017,WR,Austin Stewart,6.24,6
2017,WR,Justin Hunt,6.21,6
2011,WR,James Thomas,6.07,5.99
2016,WR,Keyarris Garrett,6.64,5.99
2017,WR,Dontonio Jordan,6.35,5.99
2008,WR,Earl Bennett,5.84,5.98
1993,WR,Shannon Baker,3.51,5.97
1992,WR,Jon Bostick,2.97,5.96
1999,WR,Troy Smith,2.57,5.96
2016,WR,R.J. Harris,6.55,5.96
2017,WR,Fred Ross,6.31,5.96
2019,WR,Jared Cornelius,5.94,5.94
2006,WR,Jason Carter,4.85,5.93
2019,WR,Alex Wesley,5.92,5.92
2009,WR,Mohamed Massaquoi,5.62,5.91
2018,WR,Dannon Cavil,5.97,5.91
2014,WR,Kevin Norwood,6.12,5.9
2015,WR,Jaxon Shipley,6.49,5.9
2017,WR,Ardarius Stewart,6.1,5.9
2019,WR,Justin McInnis,5.9,5.9
1992,WR,Torrance Small,3.3,5.89
1997,WR,Tony Lanier,2.5,5.89
2018,WR,Michael Gallup,5.97,5.89
2019,WR,Tyron Johnson,5.89,5.89
2019,WR,Kevin Prosser,5.89,5.89
1988,WR,David Miles,2.69,5.88
2008,WR,Marcus Monk,5.1,5.88
1990,WR,Stacey Simmons,3.47,5.87
2016,WR,Marken Michel,6.52,5.87
2017,WR,Patrick Orstell,6.11,5.87
2016,WR,Demarcus Robinson,6.48,5.86
1992,WR,Hendricks Johnson,2.87,5.85
2012,WR,Lance Lewis,6.15,5.85
1991,WR,Jeff Graham,3.16,5.84
2001,WR,Chad Johnson,3.85,5.84
2007,WR,Ryne Robinson,5.36,5.84
2015,WR,Vernon Johnson,6.12,5.84
1992,WR,Ted Long,2.63,5.82
2004,WR,Jeris McIntyre,4.3,5.82
2013,WR,Corey Fuller,6.01,5.82
2016,WR,Shaquille Johnson,6.45,5.82
2019,WR,Xavier Ubosi,5.82,5.82
2006,WR,Red Gump,4.79,5.81
2019,WR,Terry Wright,5.81,5.81
1998,WR,Nakia Jenkins,2.95,5.8
2004,WR,Bernard Berrian,4.51,5.8
2017,WR,Taylor Oldham,6.19,5.8
1987,WR,Mark Carrier,3,5.79
1997,WR,Juan Daniels,3.07,5.79
2018,WR,KaRaun White,5.81,5.79
1992,WR,Vincent Brownlee,2.69,5.78
2010,WR,Jacoby Ford,5.67,5.78
2019,WR,Spencer Schnell,5.78,5.78
2015,WR,Nic Demski,6.3,5.77
2016,WR,Charone Peake,6.42,5.77
2017,WR,Carlos Henderson,6.15,5.77
2018,WR,Nick Holley,5.93,5.77
2007,WR,Chandler Williams,5.15,5.76
2016,WR,K.J. Brent,6.35,5.76
2012,WR,Rueben Randle,6.06,5.75
2014,WR,Derel Walker,6.16,5.75
2017,WR,Makoa Camanse-Stevens,6.09,5.75
2019,WR,Shawn Poindexter,5.75,5.75
1989,WR,Mark Stock,3.52,5.71
2017,WR,Delshawn McClellon,5.98,5.71
1996,WR,Reggie Barlow,2.63,5.7
2007,WR,Ryan Moore,5.13,5.69
2015,WR,Dres Anderson,6.22,5.69
