Year,Position,Name,ALRAS,RAS
2001,RB,Correll Buckhalter,9.01,9.45
2005,RB,Eric Shelton,9.11,9.45
2015,RB,Dreamius Smith,9.58,9.45
1999,RB,Sedrick Irvin,8.29,9.44
2017,RB,Trey Edmonds,9.48,9.44
2001,RB,Chris Barnes,8.87,9.43
2006,RB,Jerious Norwood,9.63,9.43
2017,RB,Matt Breida,9.51,9.43
1994,RB,Terry Richardson,8,9.42
2000,RB,Dante Hall,9.03,9.42
1993,RB,Randy Jordan,7.64,9.4
1997,RB,Randy Kinder,8.09,9.4
2005,RB,Ronnie Brown,9.18,9.4
2004,RB,Julius Jones,9.4,9.39
2011,RB,Roy Helu,9.46,9.39
1999,RB,Sirr Parker,8.97,9.38
2012,RB,Lamar Miller,9.54,9.38
2015,RB,Raheem Mostert,9.57,9.38
1992,RB,Ostell Miles,7.98,9.37
2005,RB,J.J. Arrington,9.31,9.36
2016,RB,Keith Marshall,9.57,9.36
1989,RB,Barry Sanders,8.5,9.35
1995,RB,Curtis Martin,8.81,9.35
2007,RB,Justise Hairston,9.47,9.35
2000,RB,Sammy Morris,8.74,9.34
2002,RB,Ladell Betts,8.93,9.34
2015,RB,Corey Grant,9.5,9.34
2018,RB,Ryan Green,9.37,9.34
2019,RB,Justice Hill,9.34,9.34
1998,RB,Tremayne Stephens,7.22,9.32
1999,RB,Devin West,7.86,9.32
2011,RB,Taiwan Jones,9.38,9.32
1993,RB,Terry Kirby,7.4,9.3
2014,RB,Tyler Gaffney,9.43,9.3
1994,RB,James Bostic,7.49,9.29
2019,RB,Julian Hylton,9.29,9.29
2009,RB,Beanie Wells,9.09,9.28
2010,RB,Ryan Mathews,9.4,9.27
2015,RB,Bronson Hill,9.48,9.27
2008,RB,Cory Boyd,9.42,9.26
2014,RB,Andre Williams,9.28,9.26
2018,RB,Bo Scarbrough,9.29,9.26
1992,RB,Vaughn Dunbar,6.43,9.25
2006,RB,DeAngelo Williams,9.45,9.25
2007,RB,Antonio Pittman,9.39,9.25
1988,RB,Mark Higgs,7.11,9.22
1989,RB,Eric Mitchel,6.82,9.22
2001,RB,Kevan Barlow,8.59,9.22
2017,RB,Aaron Jones,9.32,9.22
1994,RB,Raymont Harris,7.43,9.2
2011,RB,DeMarco Murray,9.3,9.2
2019,RB,A.J. Oullette,9.2,9.2
2012,RB,Joe Banyard,9.43,9.19
1991,RB,Fred Mcafee,6.56,9.18
1990,RB,Ricky Johnson,6.67,9.17
2001,RB,Michael Bennett,8.9,9.17
2002,RB,DeShaun Foster,8.7,9.17
2012,RB,Raymond Carter,9.34,9.16
2018,RB,Nick Chubb,9.22,9.16
1999,RB,Mike Cloud,8.06,9.14
2018,RB,Kalen Ballage,9.19,9.14
1987,RB,John Holifield,5.82,9.13
2005,RB,Cadillac Williams,8.79,9.13
1997,RB,Beau Morgan,6.97,9.12
1998,RB,Michael Pittman,7.82,9.12
2000,RB,Derrick Foster,8.53,9.12
1995,RB,Tyrone Wheatley,7.84,9.11
1996,RB,Winslow Oliver,7.89,9.11
2013,RB,Akeem Shavers,9.35,9.11
2018,RB,Mike Boone,9.16,9.11
2004,RB,Josh Harris,9.05,9.1
2006,RB,Joseph Addai,9.15,9.1
2011,RB,Delone Carter,9.13,9.09
2012,RB,Bryce Brown,9.32,9.09
2013,RB,Michael Ford,9.36,9.09
1999,RB,Olandis Gary,7.48,9.08
2018,RB,Trenton Cannon,9.1,9.08
1994,RB,Greg Hill,6.79,9.06
2002,RB,Jonathan Adams,8.68,9.05
2012,RB,Bobby Rainey,9.18,9.04
2016,RB,Radir Annoor,9.23,9.04
2009,RB,Rashad Jennings,9.08,9.03
1992,RB,Tony Smith,6.49,9.02
1995,RB,Joe Aska,7.57,9.02
2010,RB,Anthony Woodson,9.04,9.02
2000,RB,Trung Canidate,8.45,9.01
1998,RB,Tarik Smith,7.52,8.99
2008,RB,Rashard Mendenhall,9.26,8.99
2014,RB,Fitzgerald Toussaint,9.09,8.99
2001,RB,Derrick Blaylock,8.35,8.98
2003,RB,Quentin Griffin,8.75,8.98
2010,RB,Alfonso Smith,9.01,8.97
2010,RB,C.J. Spiller,9.04,8.96
2018,RB,Sony Michel,9.02,8.96
2007,RB,Brandon Jackson,8.86,8.95
2014,RB,Tre Mason,9.2,8.95
2010,RB,Deji Karim,9.24,8.94
1994,RB,Scott Schulte,6.91,8.93
1999,RB,Damon Washington,7.2,8.93
2002,RB,Eric Crouch,8.54,8.93
2008,RB,Tashard Choice,9.12,8.93
1997,RB,Corey Walker,7.03,8.91
2001,RB,Derek Combs,8.67,8.91
2009,RB,Cedric Peerman,9.15,8.91
2013,RB,Le’Veon Bell,9.07,8.91
2014,RB,Senorise Perry,9.21,8.91
1998,RB,John Avery,6.94,8.9
2017,RB,Joel Bouagnon,8.98,8.89
1996,RB,Jerris Mcphail,7.68,8.88
2013,RB,Michael Hill,8.99,8.87
2018,RB,Boston Scott,8.86,8.87
2018,RB,Justin Jackson,8.9,8.87
2005,RB,Alex Haynes,8.39,8.85
2011,RB,Daniel Thomas,8.94,8.85
2009,RB,Ian Johnson,8.91,8.84
1989,RB,Robert Drummond,5.65,8.83
2011,RB,Baron Batch,9.17,8.83
1999,RB,Ronnie Powell,7.77,8.82
2000,RB,Travis Prentice,8.66,8.82
2004,RB,Ran Carthon,8.51,8.82
2006,RB,Jerome Harrison,8.56,8.82
2009,RB,Donald Brown,8.96,8.81
2012,RB,David Wilson,9.14,8.81
2016,RB,Derrick Henry,8.98,8.81
1993,RB,Eric Gallon,6.47,8.8
1992,RB,Derrick Moore,6.19,8.79
1999,RB,Ronnie Bradley,7.13,8.79
2000,RB,Doug Chapman,8.2,8.79
2017,RB,Marlon Mack,8.87,8.79
2015,RB,Melvin Gordon,8.92,8.78
2017,RB,Dalton Crossan,8.95,8.78
2015,RB,Akeem Hunt,8.95,8.76
2017,RB,Aaron Bailey,8.84,8.76
2000,RB,Thomas Hamner,7.71,8.74
2007,RB,Garrett Wolfe,8.7,8.74
2016,RB,Jhurell Pressley,9,8.73
2007,RB,Kenny Irons,8.65,8.72
2008,RB,Danny Woodhead,8.73,8.72
1991,RB,Randy Baldwin,5.68,8.71
1994,RB,Calvin Jones,6.49,8.71
2019,RB,Patrick Laird,8.71,8.71
1987,RB,Kerry Porter,6.23,8.7
1997,RB,Tiki Barber,5.98,8.7
2015,RB,Ameer Abdullah,8.76,8.68
2019,RB,Jon Hilliman,8.68,8.68
2002,RB,Rock Cartwright,8.27,8.67
2016,RB,Ezekiel Elliott,8.78,8.67
2016,RB,Brandon Burks,8.89,8.66
2015,RB,Jay Ajayi,8.81,8.65
1998,RB,Brian Mckenzie,7.95,8.64
1988,RB,Robert Delpino,6.07,8.63
2011,RB,Mario Fannin,8.83,8.63
2014,RB,Orleans Darkwa,8.82,8.62
2014,RB,Charles Sims,8.92,8.61
2019,RB,Kerrith Whyte Jr.,8.6,8.6
2000,RB,Morgan Kane,8.21,8.58
1991,RB,David Fair,5.35,8.57
1994,RB,William Bell,6.19,8.57
2008,RB,Jamaal Charles,8.88,8.57
1997,RB,Chad Levitt,6.35,8.56
1993,RB,Kerry Henderson,6.1,8.55
2017,RB,Lazedrick Thompson,8.72,8.55
1998,RB,Curtis Alexander,6.02,8.54
2017,RB,Christian McCaffrey,8.69,8.54
2011,RB,Brandon Saine,8.76,8.53
1990,RB,David Eldridge,5.79,8.52
2019,RB,Jomon Dotson,8.5,8.5
2016,RB,Brandon Wilds,8.8,8.49
2010,RB,Toby Gerhart,8.64,8.48
2012,RB,Jeremy Stewart,8.78,8.48
2018,RB,Ralph Webb,8.56,8.47
2019,RB,Valentine Holmes,8.47,8.47
2002,RB,Lamar Gordon,7.29,8.45
2006,RB,Quinton Ganther,7.84,8.45
1999,RB,Marlon Barnes,6.86,8.43
2015,RB,Zach Zenner,8.65,8.41
2014,RB,George Atkinson III,8.61,8.4
2017,RB,Jeremy Mcnichols,8.62,8.4
2018,RB,Gerald Holmes,8.53,8.4
2019,RB,Joe Conner,8.4,8.4
2011,RB,Alex Green,8.41,8.39
2016,RB,Aaron Green,8.62,8.39
2012,RB,Bernard Pierce,8.63,8.38
2019,RB,Donald Liotine,8.38,8.38
2010,RB,James Starks,8.33,8.37
2019,RB,Travis Homer,8.37,8.37
2009,RB,Bernard Scott,8.39,8.34
2001,RB,Rudi Johnson,7.88,8.33
2006,RB,Derrick Ross,7.97,8.33
2017,RB,Chance James,8.59,8.33
2010,RB,Keiland Williams,8.36,8.32
1999,RB,Amos Zereoue,7.36,8.31
1991,RB,Greg Lewis,5.53,8.3
1994,RB,Gary Downs,6.05,8.3
2003,RB,Santonio Beard,7.25,8.3
2012,RB,Doug Martin,8.48,8.3
2018,RB,Royce Freeman,8.34,8.29
2002,RB,Brian Allen,7.67,8.28
2009,RB,Andre Brown,8.28,8.28
2011,RB,Noel Devine,8.58,8.27
1987,RB,George Swarn,5.97,8.26
2018,RB,Justin Stockton,8.3,8.26
2006,RB,Wendell Mathis,7.72,8.25
2019,RB,Karan Higdon,8.25,8.25
1988,RB,James Primus,5.32,8.24
1990,RB,Chris Warren,5.21,8.24
1999,RB,Joe Montgomery,6.76,8.22
2011,RB,Jordan Todman,8.57,8.22
2018,RB,Ryan Nall,8.28,8.22
2008,RB,Ray Rice,8.25,8.21
2011,RB,DaRel Scott,8.46,8.21
1999,RB,DeMond Parker,6.73,8.2
2002,RB,Leonard Henry,7.37,8.2
1996,RB,Chris Parker,6.59,8.19
2005,RB,Ryan Grant,7.11,8.19
1989,RB,Doug Lloyd,5.21,8.18
2013,RB,Zac Stacy,8.42,8.18
2016,RB,Troymaine Pope,8.53,8.18
1994,RB,Beno Bryant,5.7,8.17
2019,RB,Dexter Williams,8.17,8.17
1992,RB,Tony Brooks,6.01,8.16
1999,RB,Michael Basnight,6.1,8.14
2013,RB,Kendial Lawrence,8.56,8.13
2019,RB,Devine Ozigbo,8.13,8.13
2008,RB,Felix Jones,8.23,8.12
2010,RB,Chris Ivory,8.1,8.11
2012,RB,Michael Smith,8.51,8.11
2015,RB,Desmond Martin,8.42,8.11
2017,RB,Alvin Kamara,8.26,8.11
2018,RB,Dontrell Hilliard,8.15,8.09
1994,RB,Tony Vinson,5.77,8.08
1999,RB,J.J. Johnson,6.18,8.08
2000,RB,Chad Morton,6.94,8.08
2016,RB,C.J. Prosise,8.45,8.08
2007,RB,Lorenzo Booker,7.92,8.07
2017,RB,Leonard Fournette,8.06,8.06
2018,RB,Reggie Bonnafon,8.11,8.06
1995,RB,Bobby Phillips,5.85,8.05
1988,RB,Thurman Thomas,4.9,8.04
2013,RB,Ray Holley,8.17,8.04
2014,RB,Damien Williams,8.31,8.04
2015,RB,Javorius Allen,8.32,8.04
2019,RB,Darwin Thompson,8.04,8.04
2020,RB,Damarea Crockett,8.04,8.04
1991,RB,Charlie Young,5.04,8.03
2007,RB,Ramonce Taylor,8.09,8.03
2015,RB,Terrell Watson,8.19,8.03
1999,RB,Madre Hill,6.45,8.02
2001,RB,James Jackson,7.3,8.02
2005,RB,Kay-Jay Harris,7.56,8.02
2009,RB,Aaron Brown,7.94,8.02
2012,RB,Robert Turbin,8.34,8
2001,RB,Travis Henry,6.91,7.99
2019,RB,Xavier Turner,7.99,7.99
2010,RB,Pascal Fils,8.02,7.98
2002,RB,Brian Westbrook,7.03,7.96
2013,RB,Cierre Wood,8.2,7.96
2016,RB,Zac Brooks,8.31,7.96
2018,RB,Chase Edmonds,7.96,7.96
2017,RB,Christopher Carson,8.08,7.95
2008,RB,Ryan Torain,7.53,7.94
2012,RB,Alvester Alexander,8.23,7.93
1989,RB,Greg Paterra,5.56,7.92
2016,RB,Josh Ferguson,8.18,7.92
1994,RB,Charles Levy,5.8,7.9
2009,RB,Antone Smith,8.07,7.9
2014,RB,Tim Cornett,8.22,7.9
2019,RB,Trayone Gray,7.9,7.9
1995,RB,Jamal Willis,5.82,7.89
2018,RB,Corey Acker,7.84,7.88
2012,RB,Rodney Stewart,7.8,7.87
2014,RB,Lorenzo Taliaferro,8,7.87
2005,RB,Ryan Moats,7.01,7.85
2011,RB,Damien Berry,7.92,7.85
2007,RB,Marshawn Lynch,7.2,7.84
2014,RB,Charcandrick West,8.24,7.84
2017,RB,Donta Foreman,8.03,7.84
1987,RB,Terrence Flagler,4.65,7.83
2003,RB,Kerry Carter,6.81,7.83
2010,RB,Jahvid Best,7.95,7.83
2016,RB,Kenneth Farrow,8.16,7.83
1991,RB,Eric Bieniemy,4.59,7.82
2011,RB,Bilal Powell,7.89,7.81
2018,RB,Jordan Wilkins,7.87,7.8
2017,RB,Joe Williams,8.05,7.79
1990,RB,Eddie Fuller,5.15,7.78
2008,RB,Thomas Brown,7.65,7.78
2011,RB,Dujuan Harris,7.94,7.77
2019,RB,Ryquell Armstead,7.76,7.76
2018,RB,Keith Ford,7.85,7.75
2008,RB,Anthony Alridge,7.78,7.74
2013,RB,Mike James,7.92,7.74
2017,RB,Mark Herndon,8.01,7.74
2000,RB,Phillip Rogers,6.61,7.73
2019,RB,Darrell Henderson,7.73,7.73
2002,RB,Tellis Redmon,6.72,7.72
1992,RB,Nikki Fisher,4.57,7.7
1993,RB,Adrian Murrell,4.47,7.7
2012,RB,Chris Rainey,7.69,7.7
2016,RB,Tyler Ervin,8.14,7.7
1999,RB,John Humphrey,6.17,7.69
2002,RB,Larry Ned,6.33,7.69
2017,RB,Devante Mays,7.81,7.69
2015,RB,John Crockett,8.11,7.68
2004,RB,Michael Turner,7.3,7.67
1989,RB,Victor Floyd,5.38,7.66
1999,RB,Brian Shay,5.67,7.66
1988,RB,Reggie Ware,5.29,7.65
2010,RB,Steven Turner,7.54,7.65
1996,RB,Michael Hicks,5.34,7.64
2017,RB,Stanley Williams,7.75,7.64
1999,RB,Cecil Collins,5.14,7.63
2012,RB,Daryl Richardson,8.12,7.63
1993,RB,Russell White,5.27,7.6
2002,RB,Damien Anderson,7.02,7.6
2019,RB,Marquis Young,7.6,7.6
1994,RB,Lamont Warren,5.26,7.59
2008,RB,Chauncey Washington,7.41,7.59
2017,RB,T.J. Logan,7.78,7.59
2007,RB,Kolby Smith,7.21,7.57
2007,RB,Alonzo Coleman,7.33,7.57
2018,RB,Shaun Wilson,7.62,7.57
2013,RB,Matthew Tucker,7.81,7.55
2017,RB,Serge Trezy,7.75,7.55
2011,RB,Mikel Leshoure,7.64,7.54
2017,RB,Khalfani Muhammad,7.66,7.54
2012,RB,Lance Dunbar,7.7,7.53
2015,RB,Jeremy Langford,7.97,7.52
2004,RB,Cedric Cobbs,7.16,7.51
1990,RB,Myron Jones,5.01,7.5
2018,RB,Anthony Philyaw,7.59,7.5
2018,RB,Chris Warren III,7.55,7.49
1995,RB,Napoleon Kaufman,6,7.48
1992,RB,Eric Lynch,5.68,7.47
2007,RB,Stefan Logan,7.42,7.47
1988,RB,Gaston Green,5.72,7.45
2013,RB,Rex Burkhead,7.67,7.45
1999,RB,Anthony Gray,5.46,7.43
2006,RB,Maurice Jones-Drew,6.92,7.43
2017,RB,Brian Hill,7.61,7.43
2018,RB,Derrius Guice,7.51,7.43
2013,RB,Giovani Bernard,7.63,7.42
2017,RB,Jonah Hodges,7.61,7.42
2009,RB,Mike Goodson,7.36,7.41
1999,RB,Kevin Faulk,5.28,7.4
1987,RB,Rod Bernstine,3.95,7.39
2019,RB,Maleek Irons,7.39,7.39
1994,RB,Lindsey Chapman,5.51,7.37
2018,RB,Josh McPhearson,7.47,7.36
1991,RB,Tony Stewart,4.79,7.35
2006,RB,Wali Lundy,6.86,7.35
2017,RB,Devin Church,7.44,7.35
2018,RB,Sherman Badie,7.47,7.34
2016,RB,DeAndre Washington,7.7,7.33
2018,RB,Rashaad Penny,7.38,7.32
1990,RB,Harold Green,4.2,7.31
2005,RB,Darren Sproles,6.6,7.31
2010,RB,Matt Henry,7.45,7.31
2008,RB,Kevin Smith,7.08,7.29
2013,RB,Onterio McCalebb,7.72,7.28
1988,RB,Keith Jones,5.74,7.25
2012,RB,LaMichael James,7.5,7.25
2019,RB,Tony Brooks-James,7.25,7.25
2014,RB,Lache Seastrunk,7.56,7.23
2017,RB,Devlon Wortham,7.44,7.23
2019,RB,Tony Pollard,7.23,7.23
1990,RB,Dexter Carter,5.16,7.22
1996,RB,Robert Walker,4.43,7.22
2004,RB,Mewelde Moore,6.35,7.22
2011,RB,Kendall Hunter,7.17,7.22
2017,RB,Matthias McKinnon,7.5,7.2
2012,RB,Ryan Granberg,7.18,7.19
2013,RB,Jeremy Wright,7.58,7.18
2014,RB,LaDarius Perkins,7.58,7.17
1997,RB,Kenney Bynum,5.09,7.15
2000,RB,Rondell Mealey,6.29,7.15
2017,RB,Raymond Taylor,7.33,7.15
1991,RB,Amir Rasul,4.46,7.14
1990,RB,Dee Smith,4.55,7.13
1992,RB,Leodis Flowers,4.33,7.13
2013,RB,Steven Miller,7.34,7.13
2009,RB,Kory Sheets,7.05,7.12
2016,RB,Wendell Smallwood,7.53,7.11
2018,RB,Kerryon Johnson,7.24,7.11
1993,RB,Derek Brown,4.73,7.1
2010,RB,Javarris James,7.1,7.1
2009,RB,Javon Ringer,7,7.09
2018,RB,DeLance Turner,7.14,7.09
1992,RB,Edgar Bennett,4.96,7.07
2015,RB,T.J. Yeldon,7.39,7.07
2019,RB,Mike Weber,7.07,7.07
1988,RB,Harvey Reed,4.4,7.06
2019,RB,Kyle Evans,7.06,7.06
2014,RB,Juwan Thompson,7.26,7.04
2010,RB,Andre Dixon,7.09,7.03
1989,RB,Todd Mcnair,5.47,7.01
1991,RB,Reggie Rivers,3.71,7.01
2006,RB,Mike Bell,6.41,7.01
2016,RB,Tre Madden,7.32,7
2015,RB,Duke Johnson,7.27,6.99
2019,RB,Taj McGowan,6.99,6.99
2008,RB,Steve Slaton,6.77,6.98
2016,RB,Kenyan Drake,7.28,6.98
2007,RB,Pierre Thomas,6.55,6.97
1987,RB,Don Smith,3.33,6.96
2013,RB,Cameron Marshall,7.46,6.96
1998,RB,Pepe Pearson,3.85,6.95
2011,RB,Richard Murphey,7,6.95
2017,RB,Malik Brown,7.17,6.95
1990,RB,Darrell Thompson,3.78,6.94
2014,RB,Charles Ross,7.19,6.94
2014,RB,Henry Josey,7.15,6.93
2014,RB,Isaiah Crowell,7.14,6.93
1998,RB,Ken Oxendine,5.1,6.92
2005,RB,DeAndra Cobb,6.31,6.91
2013,RB,D.J. Harper,7.35,6.91
2017,RB,I’Tavius Mathers,7.22,6.91
2019,RB,Marcus Marshall,6.9,6.9
2005,RB,Brandon Jacobs,6.06,6.89
1989,RB,Mike Mcgee,4.15,6.88
2010,RB,Joe McKnight,6.89,6.88
2016,RB,Kenneth Dixon,7.42,6.88
2018,RB,Kendrick Foster,6.96,6.88
1997,RB,Cj Williams,4.65,6.87
2015,RB,Malcolm Brown,7.12,6.87
2019,RB,Alexander Mattison,6.87,6.87
1988,RB,Keith Woodside,3.3,6.86
2016,RB,Terry Williams RB,7.31,6.86
2010,RB,Lonyae Miller,6.75,6.85
2012,RB,Ronnie Hillman,6.97,6.84
2015,RB,Brandon Wegher,7.28,6.84
2019,RB,Mike Warren,6.84,6.84
2008,RB,Chad Simpson,6.71,6.82
2017,RB,William Stanback,6.95,6.82
2009,RB,Knowshon Moreno,6.83,6.81
1997,RB,Alex Smith,3.74,6.8
1995,RB,Rodney Thomas,4.18,6.79
2015,RB,Shane Wynn,7.08,6.79
1992,RB,Robert Thomas,4.1,6.78
2008,RB,Peyton Hillis,6.62,6.78
2011,RB,Shane Vereen,6.99,6.78
2002,RB,Lew Thomas,6.57,6.77
1990,RB,Steve Broussard,3.41,6.76
1994,RB,Sean Jackson,4.5,6.74
2006,RB,Brian Calhoun,6.27,6.74
2010,RB,Joique Bell,6.83,6.74
2001,RB,Anthony Thomas,5.31,6.72
2005,RB,Lionel Gates,6.21,6.72
2011,RB,Jay Finley,6.89,6.72
2007,RB,Darius Walker,6.26,6.7
2012,RB,Keola Antolin,6.85,6.7
2019,RB,Matt Colburn II,6.68,6.68
1991,RB,Ricky Martin,3.55,6.67
2017,RB,Terrell Newby,6.88,6.65
2000,RB,Kevin McDougal,5.2,6.63
2002,RB,Delvon Flowers,5.18,6.63
2015,RB,Shaquille Murray-Lawrence,6.78,6.6
1995,RB,Julius Young,4.29,6.59
2018,RB,Ronald Jones,6.72,6.57
2006,RB,P.J. Daniels,5.86,6.56
2008,RB,Marcus Thomas,6.15,6.56
2000,RB,Keith Brown,5.71,6.55
2001,RB,Reggie White,5.38,6.54
2004,RB,Clarence Farmer,5.9,6.54
2013,RB,Brendan Gillanders,6.74,6.54
1996,RB,Moe Williams,4.82,6.53
2016,RB,DJ Foster,6.8,6.53
2016,RB,D.J. Foster,6.8,6.53
1987,RB,Paul Palmer,3.63,6.52
2008,RB,Xavier Omon,6.44,6.51
2011,RB,Ryan Williams,6.7,6.51
1989,RB,Tony Hinz,3.73,6.49
1998,RB,Andre Richardson,3.76,6.49
2018,RB,Mark Thompson,6.52,6.49
2008,RB,Lance Ball,6.27,6.47
2006,RB,Andre Hall,5.99,6.46
2000,RB,Anthony White,5.37,6.44
1994,RB,Keith Elias,3.87,6.43
2003,RB,Derek Watson,5.33,6.43
2009,RB,Glen Coffee,6.24,6.43
2011,RB,Armando Allen,6.44,6.42
2015,RB,Karlos Williams,6.69,6.42
2016,RB,Jonathan Williams,7.04,6.42
2019,RB,Damien Harris,6.42,6.42
2004,RB,Fred Russell,5.5,6.4
1992,RB,Sam Gash,3.82,6.38
2012,RB,Dan Herron,6.52,6.38
2015,RB,Alonzo Harris,6.66,6.37
2018,RB,Larry Rose III,6.48,6.37
1995,RB,Dino Philyaw,4.28,6.34
2013,RB,Kenjon Barner,6.61,6.34
2019,RB,Devontae Jackson,6.34,6.34
2012,RB,Jewel Hampton,6.63,6.33
2017,RB,Justin Thomas,6.51,6.33
1992,RB,Carlos Snow,3.11,6.32
2013,RB,Spencer Ware,6.93,6.32
2008,RB,Allen Patrick,5.96,6.31
2010,RB,Gabriel Ephard,6.3,6.31
1998,RB,Chris Fuamatu-Ma’Afala,4.58,6.3
2017,RB,Wayne Gallman,6.58,6.3
2013,RB,Joseph Randle,6.75,6.29
2018,RB,Stacey Bedell,6.38,6.29
2016,RB,Romar Morris,6.64,6.28
2018,RB,Ito Smith,6.39,6.28
1988,RB,Darryl Mcgill,3.75,6.27
2016,RB,Tra Carson,6.77,6.27
1991,RB,Anthony Wallace,3.95,6.26
2012,RB,Tauren Poole,6.5,6.24
2015,RB,Gus Johnson,6.66,6.23
2009,RB,LeSean McCoy,6.4,6.22
2015,RB,Trey Williams,6.41,6.22
2014,RB,Darrin Reeves,6.37,6.21
2014,RB,Darrin Reaves,6.37,6.21
1990,RB,Brian Mitchell,3.64,6.2
2009,RB,Anthony Kimble,6.05,6.19
2011,RB,Phillip Tanner,6.54,6.18
2016,RB,CJ Ham,6.58,6.17
2019,RB,Kwame Etwi,6.16,6.16
2014,RB,Branden Oliver,6.47,6.15
2012,RB,Isaiah Pead,6.65,6.14
2015,RB,Mike Davis,6.55,6.13
2005,RB,Anthony Davis,4.73,6.12
1987,RB,Alfred Jenkins,2.7,6.09
1988,RB,Tony Jeffery,3.48,6.08
2011,RB,Derrick Locke,6.09,6.08
2013,RB,Johnathan Franklin,6.53,6.08
2016,RB,Don Jackson,6.69,6.08
2019,RB,LJ Scott,6.08,6.08
2012,RB,Terrance Ganaway,6.46,6.07
1995,RB,Anthony Shelman,4.12,6.06
2005,RB,Cedric Houston,5.41,6.06
2007,RB,DeShawn Wynn,5.46,6.05
2011,RB,Allen Bradford,6.33,6.05
2017,RB,Myles Willis,6.28,6.05
2017,RB,Jordan Johnson,6.22,6.04
2015,RB,Cameron Artis-Payne,6.63,6.03
1991,RB,Tony Boles,3.39,5.99
1997,RB,Priest Holmes,3.09,5.99
2005,RB,Damien Nash,5.94,5.99
2019,RB,Myles Gaskin,5.99,5.99
1998,RB,Juan Johnson,3.94,5.94
2018,RB,Dillon Birden,6.13,5.94
2003,RB,Dahrran Diedrick,4.93,5.93
1999,RB,Autry Denson,4.17,5.92
2001,RB,Travis Minor,5.05,5.91
2016,RB,Jordan Canzeri,6.3,5.91
2017,RB,Dontravious Wilson,6.22,5.91
2011,RB,Stevan Ridley,6.2,5.89
1988,RB,Patrick Collins,3.45,5.88
1997,RB,Troy Davis,2.76,5.88
2019,RB,Bruce Anderson,5.88,5.88
2002,RB,LittleJohn Flowers,4.89,5.87
2012,RB,Brandon Bolden,6.24,5.87
2011,RB,Jamie Harper,6.25,5.86
2013,RB,Kenny Miles,6.32,5.86
2017,RB,Anthony Wales,6.14,5.86
2014,RB,Rajion Neal,6.38,5.85
2009,RB,Chris Ogbonnaya,5.81,5.84
1999,RB,Thomas Seih,3.47,5.83
2009,RB,Javarris Williams,5.42,5.81
2017,RB,Justin Davis,6.16,5.78
2018,RB,Phillip Lindsay,5.92,5.78
2019,RB,Travon McMillian,5.78,5.78
2017,RB,Leshun Daniels,6.08,5.77
2019,RB,Qua Searcy,5.76,5.76
2019,RB,James Williams,5.75,5.75
2011,RB,Darren Evans,5.96,5.74
2019,RB,Josh Jacobs,5.74,5.74
2019,RB,Nico Evans,5.73,5.73
2013,RB,Andre Ellington,6.04,5.72
2018,RB,Nyheim Hines,5.85,5.72
1989,RB,Scott Ankrom,3.28,5.71
2000,RB,Ronney Jenkins,3.88,5.7
2002,RB,Chester Taylor,4.71,5.7
2017,RB,Elijah Hood,5.93,5.7
1988,RB,Alan Hooker,3.84,5.69
2019,RB,Lexington Thomas,5.69,5.69
2005,RB,Frank Gore,5.64,5.67
2009,RB,Marlon Lucky,5.24,5.67
2016,RB,Devon Johnson,6.11,5.67
1987,RB,Larry Emory,2.7,5.65
1990,RB,Anthony Johnson,3.81,5.65
2007,RB,Curtis Brown,5.52,5.65
2017,RB,Deangelo Henderson,5.91,5.65
2012,RB,Davin Meggett,6.04,5.63
2019,RB,Justin Brent,5.63,5.63
1998,RB,Brock Olivo,3.34,5.62
2017,RB,Mike Holloway,6.02,5.6
2015,RB,Michael Dyer,5.87,5.58
1999,RB,Corby Jones,3.59,5.56
2002,RB,Dave Minnich,4.32,5.56
2013,RB,Khiry Robinson,6.13,5.55
2018,RB,Kyle Hicks,5.66,5.53
1991,RB,Leroy Thompson,2.9,5.51
2013,RB,C.J. Anderson,5.91,5.5
2017,RB,Joey Counts,5.84,5.5
2017,RB,Joey Augustin,5.84,5.5
1995,RB,Curtis Johnson,2.5,5.49
2019,RB,Darnell Holland,5.49,5.49
2010,RB,Harvey Unga,5.25,5.48
2018,RB,Jeffery Wilson,5.6,5.48
2018,RB,Kamryn Pettway,5.54,5.46
2004,RB,Renaldo Works,4.42,5.43
2016,RB,Jordan Howard,6.12,5.43
2016,RB,Paul Perkins,5.88,5.41
2019,RB,David Hamm,5.4,5.4
2017,RB,Alex Ross,5.71,5.38
2018,RB,Lavon Coleman,5.54,5.38
1991,RB,Ricky Watters,2.87,5.37
2013,RB,Dominique Whaley,5.77,5.37
2006,RB,Cedric Humes,4.81,5.36
2012,RB,Cyrus Gray,5.95,5.36
2005,RB,Walter Reyes,4.52,5.35
2000,RB,Troy Hambrick,4,5.34
2003,RB,Dwone Hicks,4.82,5.34
2014,RB,David Fluellen,5.8,5.34
1989,RB,John Harvey,3.89,5.32
2018,RB,Lamar Jordan,5.49,5.32
1991,RB,Cedric Jackson,4.01,5.31
2007,RB,Michael Johnson,4.99,5.31
2016,RB,Deontrae Cooper,5.9,5.31
2002,RB,Ennis Haywood,4.19,5.29
2017,RB,Dale Harris,5.63,5.29
2018,RB,Jarvion Franklin,5.43,5.29
2019,RB,Kenny Young,5.29,5.29
1990,RB,Mike Pringle,3.15,5.28
